136:	0.00e+00	0.00e+00
137:	-4.50e+00	0.00e+00
138:	0.00e+00	0.00e+00
139:	4.50e+00	0.00e+00
140:	0.00e+00	-2.50e-01
141:	-4.00e+00	-2.50e-01
142:	0.00e+00	0.00e+00
143:	-5.00e-01	-1.00e+00
144:	0.00e+00	-2.50e-01
145:	4.50e+00	-2.50e-01
146:	0.00e+00	0.00e+00
147:	-4.50e+00	0.00e+00
148:	0.00e+00	0.00e+00
149:	4.50e+00	0.00e+00
150:	0.00e+00	0.00e+00
151:	-4.50e+00	0.00e+00
152:	0.00e+00	0.00e+00
153:	4.50e+00	0.00e+00
154:	0.00e+00	0.00e+00
155:	-4.50e+00	0.00e+00
156:	0.00e+00	0.00e+00
157:	4.25e+00	0.00e+00
New op index: 4	$R_Y$(1)
Current grad: 266.19240168988006
New op index: 99	$R_{YX-XY}$(1)
Current grad: 194.2199172721293
New op index: 105	$R_{YX-XY}$(4)
Current grad: 184.5062764289953
New op index: 16	$R_Y$(5)
Current grad: 249.99589644046864
New op index: 105	$R_{YX-XY}$(4)
Current grad: 175.71424463170436
New op index: 113	$R_{YX-XY}$(8)
Current grad: 167.48548219891512
New op index: 25	$R_Y$(8)
Current grad: 235.8850736767459
New op index: 113	$R_{YX-XY}$(8)
Current grad: 162.4349869639713
New op index: 119	$R_{YX-XY}$(11)
Current grad: 154.25374885552057
New op index: 34	$R_Y$(11)
Current grad: 218.99286505227178
New op index: 119	$R_{YX-XY}$(11)
Current grad: 147.19908645912332
New op index: 129	$R_{YX-XY}$(16)
Current grad: 137.46564000404172
New op index: 52	$R_Y$(17)
Current grad: 201.768259080895
New op index: 129	$R_{YX-XY}$(16)
Current grad: 133.0746218098868
New op index: 135	$R_{YX-XY}$(19)
Current grad: 124.24857897649807
New op index: 61	$R_Y$(20)
Current grad: 188.96963520954026
New op index: 135	$R_{YX-XY}$(19)
Current grad: 117.08388667117833
New op index: 145	$R_{YX-XY}$(24)
